Unnamed: 0.2,id,release_date,original_title,title,collection,collection_id,Wikipedia movie ID
718,838333,2004-03-21,火の鳥,Phoenix,Phoenix Collection,873220,3266309
719,838320,2004-07-17,火の鳥 羽衣編,Phoenix: Robe of Feathers,Phoenix Collection,873220,667371
720,1151861,2023-11-03,火の鳥 エデンの花,Phoenix: Reminiscence of Flower,Phoenix Collection,873220,1074647
721,571,1963-03-28,The Birds,The Birds,The Birds Collection,690952,304428
722,4337,1994-03-19,The Birds II: Land's End,The Birds II: Land's End,The Birds Collection,690952,5227029
723,68143,1946-11-22,Dick Tracy vs. Cueball,Dick Tracy vs. Cueball,Dick Tracy Collection,224011,13976296
724,112842,1945-12-01,Dick Tracy,Dick Tracy,Dick Tracy Collection,224011,13976657
725,70702,1947-09-26,Dick Tracy Meets Gruesome,Dick Tracy Meets Gruesome,Dick Tracy Collection,224011,172399
726,117123,1947-05-20,Dick Tracy's Dilemma,Dick Tracy's Dilemma,Dick Tracy Collection,224011,13992681
727,246701,1938-08-19,Dick Tracy Returns,Dick Tracy Returns,Dick Tracy Collection,224011,8267486
728,138336,1937-02-20,Dick Tracy,Dick Tracy,Dick Tracy Collection,224011,8201004
729,254933,1941-12-27,Dick Tracy vs. Crime Inc.,Dick Tracy vs. Crime Inc.,Dick Tracy Collection,224011,8267659
730,110699,1939-09-02,Dick Tracy's G-Men,Dick Tracy's G-Men,Dick Tracy Collection,224011,8265606
731,11356,1968-05-16,The Odd Couple,The Odd Couple,The Odd Couple Collection,221966,6492614
732,27472,1998-04-09,The Odd Couple II,The Odd Couple II,The Odd Couple Collection,221966,2272969
733,101289,1944-03-18,"See Here, Private Hargrove","See Here, Private Hargrove",Private Hargrove,1211153,40956439
734,215302,1945-11-21,"What Next, Corporal Hargrove?","What Next, Corporal Hargrove?",Private Hargrove,1211153,172407
735,17386,1983-09-07,Revenge of the Ninja,Revenge of the Ninja,The Ninja Trilogy,373538,4386957
736,28148,1984-09-14,Ninja III: The Domination,Ninja III: The Domination,The Ninja Trilogy,373538,5137345
737,17205,1981-07-17,Enter the Ninja,Enter the Ninja,The Ninja Trilogy,373538,5137533
738,27877,1993-01-01,Zombie Bloodbath,Zombie Bloodbath,Zombie Bloodbath Collection,133922,11892657
739,27878,1995-01-01,Zombie Bloodbath 2: Rage of the Undead,Zombie Bloodbath 2: Rage of the Undead,Zombie Bloodbath Collection,133922,19872006
740,27879,2000-01-01,Zombie Bloodbath 3: Zombie Armageddon,Zombie Bloodbath 3: Zombie Armageddon,Zombie Bloodbath Collection,133922,9732945
741,27085,1974-08-13,The Land That Time Forgot,The Land That Time Forgot,Caprona (Amicus) Collection,211753,2820813
742,27591,1977-07-06,The People That Time Forgot,The People That Time Forgot,Caprona (Amicus) Collection,211753,3937957
743,17604,1965-04-18,She,She,She Collection,123717,4967070
744,64428,1968-04-14,The Vengeance of She,The Vengeance of She,She Collection,123717,28256244
745,153161,1938-10-14,Young Dr. Kildare,Young Dr. Kildare,Dr. Kildare Collection,721733,1221314
746,85540,1940-09-06,Dr. Kildare Goes Home,Dr. Kildare Goes Home,Dr. Kildare Collection,721733,25090397
747,153162,1939-04-28,Calling Dr. Kildare,Calling Dr. Kildare,Dr. Kildare Collection,721733,41035926
748,153163,1939-11-24,The Secret of Dr. Kildare,The Secret of Dr. Kildare,Dr. Kildare Collection,721733,41035926
749,153166,1941-05-02,The People Vs. Dr. Kildare,The People Vs. Dr. Kildare,Dr. Kildare Collection,721733,38050783
750,88643,1940-11-29,Dr. Kildare's Crisis,Dr. Kildare's Crisis,Dr. Kildare Collection,721733,30676896
751,90149,1941-08-22,Dr. Kildare's Wedding Day,Dr. Kildare's Wedding Day,Dr. Kildare Collection,721733,38050783
752,153169,1942-02-04,Dr. Kildare's Victory,Dr. Kildare's Victory,Dr. Kildare Collection,721733,28949570
753,153165,1940-04-12,Dr. Kildare's Strange Case,Dr. Kildare's Strange Case,Dr. Kildare Collection,721733,38050228
754,183190,1942-11-01,Dr. Gillespie's New Assistant,Dr. Gillespie's New Assistant,Dr. Kildare Collection,721733,38131234
755,96655,1943-05-08,Dr. Gillespie's Criminal Case,Dr. Gillespie's Criminal Case,Dr. Kildare Collection,721733,41616153
756,200454,1944-05-25,3 Men in White,3 Men in White,Dr. Kildare Collection,721733,7675727
757,239228,1945-03-28,Between Two Women,Between Two Women,Dr. Kildare Collection,721733,41616309
758,308486,1947-06-24,Dark Delusion,Dark Delusion,Dr. Kildare Collection,721733,80523
759,3576,1942-08-01,Calling Dr. Gillespie,Calling Dr. Gillespie,Dr. Kildare Collection,721733,35282934
760,83816,1937-04-16,Internes Can't Take Money,Internes Can't Take Money,Dr. Kildare Collection,721733,13981356
761,22586,1994-11-18,The Swan Princess,The Swan Princess,The Swan Princess Collection,144200,3956788
762,54113,1997-06-19,The Swan Princess: Escape from Castle Mountain,The Swan Princess: Escape from Castle Mountain,The Swan Princess Collection,144200,10336027
763,28302,1998-08-04,The Swan Princess: The Mystery of the Enchanted Kingdom,The Swan Princess: The Mystery of the Enchanted Kingdom,The Swan Princess Collection,144200,15087473
764,141102,2012-11-05,The Swan Princess Christmas,The Swan Princess Christmas,The Swan Princess Collection,144200,37588835
765,254263,2014-02-25,The Swan Princess: A Royal Family Tale,The Swan Princess: A Royal Family Tale,The Swan Princess Collection,144200,40709799
766,414223,2016-09-06,"The Swan Princess: Princess Tomorrow, Pirate Today!","The Swan Princess: Princess Tomorrow, Pirate Today!",The Swan Princess Collection,144200,40709799
767,443484,2017-03-26,The Swan Princess: Royally Undercover,The Swan Princess: Royally Undercover,The Swan Princess Collection,144200,47163694
768,510096,2018-03-27,The Swan Princess: A Royal Myztery,The Swan Princess: A Royal Myztery,The Swan Princess Collection,144200,47163694
769,605829,2019-08-05,The Swan Princess: Kingdom of Music,The Swan Princess: Kingdom of Music,The Swan Princess Collection,144200,47163694
770,718100,2020-07-20,The Swan Princess: A Royal Wedding,The Swan Princess: A Royal Wedding,The Swan Princess Collection,144200,47163694
771,1118203,2023-05-15,The Swan Princess: A Fairytale Is Born,The Swan Princess: A Fairytale Is Born,The Swan Princess Collection,144200,47163694
772,1175959,2023-09-19,The Swan Princess: Far Longer Than Forever,The Swan Princess: Far Longer Than Forever,The Swan Princess Collection,144200,47163694
773,3079,1957-05-20,The Curse of Frankenstein,The Curse of Frankenstein,Frankenstein (Hammer) Collection,123720,1785123
774,3127,1958-06-13,The Revenge of Frankenstein,The Revenge of Frankenstein,Frankenstein (Hammer) Collection,123720,4823450
775,3124,1964-05-08,The Evil of Frankenstein,The Evil of Frankenstein,Frankenstein (Hammer) Collection,123720,2091355
776,3104,1967-03-15,Frankenstein Created Woman,Frankenstein Created Woman,Frankenstein (Hammer) Collection,123720,2206417
777,3075,1969-05-22,Frankenstein Must Be Destroyed,Frankenstein Must Be Destroyed,Frankenstein (Hammer) Collection,123720,2035109
778,3117,1974-04-01,Frankenstein and the Monster from Hell,Frankenstein and the Monster from Hell,Frankenstein (Hammer) Collection,123720,4287489
779,3145,1970-11-08,The Horror of Frankenstein,The Horror of Frankenstein,Frankenstein (Hammer) Collection,123720,4141849
780,2501,2002-06-14,The Bourne Identity,The Bourne Identity,The Bourne Collection,31562,963986
781,2502,2004-07-23,The Bourne Supremacy,The Bourne Supremacy,The Bourne Collection,31562,870946
782,2503,2007-08-03,The Bourne Ultimatum,The Bourne Ultimatum,The Bourne Collection,31562,1854000
783,49040,2012-08-08,The Bourne Legacy,The Bourne Legacy,The Bourne Collection,31562,29270563
784,324668,2016-07-27,Jason Bourne,Jason Bourne,The Bourne Collection,31562,43844230
785,11868,1958-05-22,Dracula,Dracula,Dracula (Hammer) Collection,123724,651538
786,23220,1960-07-07,The Brides of Dracula,The Brides of Dracula,Dracula (Hammer) Collection,123724,2093556
787,17102,1966-01-09,Dracula: Prince of Darkness,Dracula: Prince of Darkness,Dracula (Hammer) Collection,123724,2091800
788,29778,1968-11-07,Dracula Has Risen from the Grave,Dracula Has Risen from the Grave,Dracula (Hammer) Collection,123724,2035081
789,29748,1970-05-07,Taste the Blood of Dracula,Taste the Blood of Dracula,Dracula (Hammer) Collection,123724,2100438
790,34479,1970-11-08,Scars of Dracula,Scars of Dracula,Dracula (Hammer) Collection,123724,3524875
791,33020,1972-06-26,Dracula A.D. 1972,Dracula A.D. 1972,Dracula (Hammer) Collection,123724,2368143
792,35669,1973-11-03,The Satanic Rites of Dracula,The Satanic Rites of Dracula,Dracula (Hammer) Collection,123724,2543730
793,26480,1974-07-11,The Legend of the 7 Golden Vampires,The Legend of the 7 Golden Vampires,Dracula (Hammer) Collection,123724,2280366
794,24580,1955-08-26,The Quatermass Xperiment,The Quatermass Xperiment,Quatermass (Hammer series),123726,865607
795,26278,1957-05-24,Quatermass 2,Quatermass 2,Quatermass (Hammer series),123726,869181
796,26912,1967-11-09,Quatermass and the Pit,Quatermass and the Pit,Quatermass (Hammer series),123726,871066
797,11811,1993-01-08,Leprechaun,Leprechaun,Leprechaun Collection,19285,1688077
798,18009,1994-04-08,Leprechaun 2,Leprechaun 2,Leprechaun Collection,19285,8675614
799,18011,2000-03-28,Leprechaun in the Hood,Leprechaun in the Hood,Leprechaun Collection,19285,5994199
800,19286,1995-06-27,Leprechaun 3,Leprechaun 3,Leprechaun Collection,19285,5444637
801,19287,1997-02-25,Leprechaun 4: In Space,Leprechaun 4: In Space,Leprechaun Collection,19285,5466192
802,19288,2003-12-30,Leprechaun: Back 2 tha Hood,Leprechaun: Back 2 tha Hood,Leprechaun Collection,19285,7639116
803,518158,2018-12-11,Leprechaun Returns,Leprechaun Returns,Leprechaun Collection,19285,56980261
804,10222,1989-04-20,Kickboxer,Kickboxer,Kickboxer Collection,105322,2886766
805,24993,1991-01-30,Kickboxer 2: The Road Back,Kickboxer 2: The Road Back,Kickboxer Collection,105322,48750309
806,39027,1992-06-11,Kickboxer 3: The Art of War,Kickboxer 3: The Art of War,Kickboxer Collection,105322,21260121
807,50346,1994-07-27,Kickboxer 4: The Aggressor,Kickboxer 4: The Aggressor,Kickboxer Collection,105322,6103939
808,40661,1995-08-01,The Redemption: Kickboxer 5,The Redemption: Kickboxer 5,Kickboxer Collection,105322,31162053
809,73752,1982-02-25,神鵰俠侶,Brave Archer and His Mate,The Brave Archer Collection,205675,26878691
810,66171,1983-12-02,楊過與小龍女,Little Dragon Maiden,The Brave Archer Collection,205675,26668118
811,73749,1977-07-30,射鵰英雄傳,The Brave Archer,The Brave Archer Collection,205675,10600575
812,73751,1978-05-13,射鵰英雄傳續集,The Brave Archer 2,The Brave Archer Collection,205675,26892787
813,74269,1981-11-12,射鵰英雄傳第三集,The Brave Archer 3,The Brave Archer Collection,205675,26893087
814,9011,2000-03-14,The Prophecy 3: The Ascent,The Prophecy 3: The Ascent,The Prophecy Collection,9068,2761187
815,9033,1998-01-20,The Prophecy II,The Prophecy II,The Prophecy Collection,9068,2761219
816,11980,1995-08-05,The Prophecy,The Prophecy,The Prophecy Collection,9068,31579324
817,19564,2005-06-07,The Prophecy: Uprising,The Prophecy: Uprising,The Prophecy Collection,9068,2681577
818,37529,2005-09-06,The Prophecy: Forsaken,The Prophecy: Forsaken,The Prophecy Collection,9068,8431192
819,9277,1973-12-25,The Sting,The Sting,The Sting Collection,330605,171673
820,36912,1983-02-18,The Sting II,The Sting II,The Sting Collection,330605,16385924
821,2182,1978-10-01,Attack of the Killer Tomatoes!,Attack of the Killer Tomatoes!,Killer Tomatoes! Collection,47983,29160333
822,15482,1988-04-22,Return of the Killer Tomatoes!,Return of the Killer Tomatoes!,Killer Tomatoes! Collection,47983,1249019
823,36779,1991-11-14,Killer Tomatoes Strike Back!,Killer Tomatoes Strike Back!,Killer Tomatoes! Collection,47983,5859582
824,36896,1992-11-18,Killer Tomatoes Eat France!,Killer Tomatoes Eat France!,Killer Tomatoes! Collection,47983,2337131
825,10260,1984-09-19,Les Ripoux,My New Partner,My New Partner Collection,238448,171620
826,22240,1990-02-07,Ripoux contre Ripoux,My New Partner II,My New Partner Collection,238448,725984
827,22623,2003-12-10,Ripoux 3,My New Partner III,My New Partner Collection,238448,47747115
828,147084,1957-11-13,La Momia Azteca,The Aztec Mummy,The Aztec Mummy Collection,510834,33100463
829,136852,1957-12-11,La maldición de la momia azteca,The Curse of the Aztec Mummy,The Aztec Mummy Collection,510834,44149828
830,31243,1958-07-17,La momia azteca contra el robot humano,The Robot vs. The Aztec Mummy,The Aztec Mummy Collection,510834,11094934
831,92693,1964-11-27,Las luchadoras contra la momia,The Wrestling Women vs. the Aztec Mummy,The Aztec Mummy Collection,510834,11094934
832,89345,2000-09-12,Bloody Murder,Bloody Murder,Bloody Murder Collection,623480,4846576
833,103971,2003-02-18,Bloody Murder 2: Closing Camp,Bloody Murder 2: Closing Camp,Bloody Murder Collection,623480,10069910
834,539,1960-06-22,Psycho,Psycho,Psycho Collection,119674,23880
835,10576,1983-06-03,Psycho II,Psycho II,Psycho Collection,119674,2097287
836,12662,1986-04-02,Psycho III,Psycho III,Psycho Collection,119674,2097338
837,40377,1990-11-10,Psycho IV: The Beginning,Psycho IV: The Beginning,Psycho Collection,119674,2011090
838,24789,1991-08-08,Subspecies,Subspecies,Subspecies Collection,103291,3820307
839,52021,1994-02-16,Bloodlust: Subspecies III,Bloodlust: Subspecies III,Subspecies Collection,103291,3351589
840,52022,1998-12-08,Subspecies 4: Bloodstorm,Subspecies 4: Bloodstorm,Subspecies Collection,103291,3820307
841,52017,1993-04-20,Bloodstone: Subspecies II,Bloodstone: Subspecies II,Subspecies Collection,103291,314357
842,34125,1997-02-25,Vampire Journals,Vampire Journals,Subspecies Collection,103291,32362
843,596702,2023-05-15,Subspecies V: Blood Rise,Subspecies V: Blood Rise,Subspecies Collection,103291,3820307
844,1842,1972-08-01,The Legend of Boggy Creek,The Legend of Boggy Creek,Boggy Creek Collection,983933,3416006
845,31263,1984-02-13,Boggy Creek II: And the Legend Continues,Boggy Creek II: And the Legend Continues,Boggy Creek Collection,983933,38617446
846,283885,1977-07-29,Return to Boggy Creek,Return to Boggy Creek,Boggy Creek Collection,983933,42542488
847,78083,2010-07-01,Boggy Creek,Boggy Creek,Boggy Creek Collection,983933,17275600
848,232789,2010-12-31,The Legacy of Boggy Creek,The Legacy of Boggy Creek,Boggy Creek Collection,983933,3416006
849,9084,2001-10-04,Der kleine Eisbär,The Little Polar Bear,The Little Polar Bear Collection,9088,19030640
850,14376,2005-09-29,Der kleine Eisbär 2 - Die geheimnisvolle Insel,The Little Polar Bear 2: The Mysterious Island,The Little Polar Bear Collection,9088,4967037
851,77378,2003-03-27,"Der kleine Eisbär - Neue Abenteuer, neue Freunde 2",The Little Polar Bear: The Dream of Flying,The Little Polar Bear Collection,9088,4967254
852,171398,2003-11-20,Der kleine Eisbär - Nanouks Rettung,The Little Polar Bear: Nanouk's Rescue,The Little Polar Bear Collection,9088,4967254
853,204712,2002-12-05,"Der kleine Eisbär - Neue Abenteuer, neue Freunde",The Little Polar Bear: Lars and the Little Tiger,The Little Polar Bear Collection,9088,4967254
854,76797,2004-11-05,Der kleine Eisbär - Besuch vom Südpol,The Little Polar Bear: A Visitor from the South Pole,The Little Polar Bear Collection,9088,4967254
855,43387,1950-02-08,Francis,Francis,Francis the Talking Mule Collection,693136,12361350
856,81987,1951-05-01,Francis Goes to the Races,Francis Goes to the Races,Francis the Talking Mule Collection,693136,12345769
857,88677,1952-07-01,Francis Goes to West Point,Francis Goes to West Point,Francis the Talking Mule Collection,693136,172094
858,88674,1953-06-10,Francis Covers the Big Town,Francis Covers the Big Town,Francis the Talking Mule Collection,693136,2476466
859,88679,1954-07-30,Francis Joins the WACS,Francis Joins the WACS,Francis the Talking Mule Collection,693136,172091
860,62742,1955-08-24,Francis in the Navy,Francis in the Navy,Francis the Talking Mule Collection,693136,172090
861,88678,1956-07-09,Francis in the Haunted House,Francis in the Haunted House,Francis the Talking Mule Collection,693136,1133816
862,102661,1979-11-21,Mountain Family Robinson,Mountain Family Robinson,Mountain Family Robinson Collection,211860,12913133
863,28994,1975-12-19,The Adventures of the Wilderness Family,The Adventures of the Wilderness Family,Mountain Family Robinson Collection,211860,1624660
864,52485,1978-11-15,The Further Adventures of the Wilderness Family,The Further Adventures of the Wilderness Family,Mountain Family Robinson Collection,211860,362719
865,19243,1971-07-09,On the Buses,On the Buses,On the Buses Collection,123798,20795238
866,19249,1973-05-19,Holiday on the Buses,Holiday on the Buses,On the Buses Collection,123798,20795255
867,40570,1972-06-02,Mutiny on the Buses,Mutiny on the Buses,On the Buses Collection,123798,20795248
868,12593,1972-04-12,Fritz the Cat,Fritz the Cat,Fritz the Cat Collection,476056,3058252
869,14683,1974-09-18,The Nine Lives of Fritz the Cat,The Nine Lives of Fritz the Cat,Fritz the Cat Collection,476056,3244025
