,Wikipedia movie ID,Freebase movie ID,Movie name,Movie release date,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,Unnamed: 0,id,release_date,original_title,title,collection,collection_id
68388,12001,/m/034zt,Terror of Mechagodzilla,1975-03-15,,83.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/0bj8m2"": ""Children's"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster"", ""/m/0gw5n2f"": ""Japanese Movies""}",1609,19333,1975-03-15,メカゴジラの逆襲,Terror of Mechagodzilla,Godzilla (Showa) Collection,374509
68430,11998,/m/034z0,Godzilla vs. Megalon,1973-03-17,,81.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster"", ""/m/0gw5n2f"": ""Japanese Movies""}",1607,39264,1973-03-17,ゴジラ対メガロ,Godzilla vs. Megalon,Godzilla (Showa) Collection,374509
68549,11137278,/m/02r18nq,Black Mask 2: City of Masks,2002,,101.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/0459q4"": ""Standard Cantonese"", ""/m/02h40lc"": ""English Language"", ""/m/012w70"": ""Cantonese""}","{""/m/09c7w0"": ""United States of America"", ""/m/03h64"": ""Hong Kong""}","{""/m/06n90"": ""Science Fiction"", ""/m/03q4nz"": ""World cinema"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",1001,49516,2002-12-24,黑俠2,Black Mask 2: City of Masks,The Black Mask Collection,205860
68608,3494676,/m/09glbk,Major League II,1994-03-30,,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/01z4y"": ""Comedy"", ""/m/018jz"": ""Baseball""}",1361,11067,1994-03-30,Major League II,Major League II,Major League Collection,97771
68677,13387891,/m/0g636h,Iron Warrior,,11385.0,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rjj"": ""Italy""}","{""/m/02kdv5l"": ""Action"", ""/m/01hmnh"": ""Fantasy""}",1019,48193,1987-01-09,Ator il guerriero di ferro,Iron Warrior,Ator Collection,48194
68684,8431192,/m/02735th,The Prophecy: Uprising,2005-06-07,,88.0,"{""/m/02hxc3j"": ""Romanian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",820,19564,2005-06-07,The Prophecy: Uprising,The Prophecy: Uprising,The Prophecy Collection,9068
68725,14696485,/m/03gtdqx,The Gate II: Trespassers,1992,2032973.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/03npn"": ""Horror"", ""/m/0qdzd"": ""B-movie"", ""/m/0219x_"": ""Indie""}",646,40729,1990-05-24,Gate II,Gate II,The Gate Collection,340623
68772,35826303,/m/026_zsw,"Shake, Rattle & Roll",,,,{},{},{},1444,289920,1984-12-25,"Shake, Rattle & Roll","Shake, Rattle & Roll","Shake, Rattle & Roll Collection",527950
68772,35826303,/m/026_zsw,"Shake, Rattle & Roll",,,,{},{},{},1445,278311,1990-12-25,"Shake, Rattle & Roll II","Shake, Rattle & Roll II","Shake, Rattle & Roll Collection",527950
68772,35826303,/m/026_zsw,"Shake, Rattle & Roll",,,,{},{},{},1452,309760,2007-12-25,"Shake, Rattle and Roll 9","Shake, Rattle and Roll 9","Shake, Rattle & Roll Collection",527950
68810,854942,/m/03hjys,Freeway,1996,295493.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0219x_"": ""Indie"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0vgkd"": ""Black comedy""}",1089,11229,1996-08-23,Freeway,Freeway,Freeway Collection,355490
68838,12004,/m/034__,Godzilla,1954-11-03,,95.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/094ddt"": ""Doomsday film"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0h9qh"": ""Monster"", ""/m/0gw5n2f"": ""Japanese Movies""}",1595,1678,1954-11-03,ゴジラ,Godzilla,Godzilla (Showa) Collection,374509
68844,23487440,/m/067ghz,Alien,1979-05-25,104931801.0,116.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03pgfj"": ""New Hollywood""}",1722,348,1979-05-25,Alien,Alien,Alien Collection,8091
68872,28949570,/m/0dgpc13,Dr. Kildare's Victory,1942,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/04gm78f"": ""Medical fiction""}",755,153169,1942-02-04,Dr. Kildare's Victory,Dr. Kildare's Victory,Dr. Kildare Collection,721733
68973,7405392,/m/0kv6ql,Eloise at the Plaza,2003-04-27,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/0hqxf"": ""Family Film"", ""/m/0bj8m2"": ""Children's"", ""/m/01z4y"": ""Comedy"", ""/m/015w9s"": ""Television movie""}",26,46806,2003-04-27,Eloise at the Plaza,Eloise at the Plaza,Eloise Collection,1136672
68985,596701,/m/02ttlq,Pumpkinhead,1989-01-13,4385516.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0fdjb"": ""Supernatural"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01585b"": ""Slasher""}",341,26515,1988-06-09,Pumpkinhead,Pumpkinhead,Pumpkinhead Collection,123256
68985,596701,/m/02ttlq,Pumpkinhead,1989-01-13,4385516.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0fdjb"": ""Supernatural"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01585b"": ""Slasher""}",1431,118572,1991-06-18,La venganza de los punks,Vengeance of the Punks,Intrépidos punks Collection,1066532
69022,4073679,/m/0bgrjl,The Stud,1978,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01lrrt"": ""Melodrama"", ""/m/07s9rl0"": ""Drama"", ""/m/02js9"": ""Erotica"", ""/m/06b0n3"": ""Sexploitation""}",638,120386,1978-08-17,The Stud,The Stud,Fontaine Khaled Collection,412300
69166,673613,/m/031t49,Bad Boys,1995-04-07,141407024.0,119.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0399b7"": ""Buddy cop"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",521,9737,1995-04-07,Bad Boys,Bad Boys,Bad Boys Collection,14890
69313,4493967,/m/0c5g3b,The Hunchback of Notre Dame II,2002-03-19,,66.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hj3mtv"": ""Animated Musical"", ""/m/0hcr"": ""Animation"", ""/m/0bj8m2"": ""Children's"", ""/m/095bb"": ""Animated cartoon"", ""/m/04rlf"": ""Music"", ""/m/0hqxf"": ""Family Film""}",1102,12448,2002-02-06,The Hunchback of Notre Dame II,The Hunchback of Notre Dame II,The Hunchback of Notre Dame Collection,97456
69365,55720,/m/0fgrm,Mulan,1998-06-05,304320254.0,88.0,"{""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hcr"": ""Animation"", ""/m/04t36"": ""Musical"", ""/m/0bj8m2"": ""Children's"", ""/m/07s9rl0"": ""Drama"", ""/m/04rlf"": ""Music"", ""/m/0hqxf"": ""Family Film""}",443,125149,1998-01-01,Hell Mountain,Hell Mountain,Chained Heat Collection,643572
69586,1213838,/m/04hwbq,Toy Story 3,2010-06-12,1063171911.0,102.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01zhp"": ""Computer Animation"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure"", ""/m/0hj3myc"": ""Children's Fantasy""}",1781,10193,2010-06-16,Toy Story 3,Toy Story 3,Toy Story Collection,10194
69947,5628441,/m/0dx3zh,Snake Eater,1989-02-22,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/0lsxr"": ""Crime Fiction""}",964,71200,1989-02-22,Snake Eater,Snake Eater,Snake Eater Collection,218104
69960,1278589,/m/04plz5,The Marine,2006-10-03,22165608.0,120.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",429,8975,2006-10-13,The Marine,The Marine,The Marine Collection,166373
70034,9811946,/m/02pszn9,Dead Man's Eyes,1944,,64.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02wtdps"": ""Crime Thriller""}",335,64075,1944-11-10,Dead Man's Eyes,Dead Man's Eyes,Inner Sanctum Mysteries Collection,1005941
70200,26932731,/m/0bmdsvw,Francis in the Haunted House,1956-07-20,1200000.0,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3mtj"": ""Animal Picture"", ""/m/01z4y"": ""Comedy""}",864,88678,1956-07-09,Francis in the Haunted House,Francis in the Haunted House,Francis the Talking Mule Collection,693136
70291,2002104,/m/06d5sb,Halloween II,1981-10-30,25533818.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",1147,11281,1981-10-30,Halloween II,Halloween II,Halloween Collection,91361
70307,1721159,/m/05r1bb,The Return of the Pink Panther,1975-05-21,41833347.0,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0gf28"": ""Parody"", ""/m/028v3"": ""Detective fiction"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/0vjs6"": ""Detective"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",882,11843,1975-05-21,The Return of the Pink Panther,The Return of the Pink Panther,The Pink Panther (Original) Collection,937
70397,19715,/m/04zqb,Miss Congeniality,2000-12-14,,109.0,"{""/m/064_8sq"": ""French Language"", ""/m/06nm1"": ""Spanish Language"", ""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language"", ""/m/03pmt"": ""Hawaiian language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",998,1493,2000-12-22,Miss Congeniality,Miss Congeniality,Miss Congeniality Collection,93220
70561,1790524,/m/05x5wd,Carry On Camping,1969,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0gsy3b"": ""Sex comedy"", ""/m/01hwc6"": ""Absurdism"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",450,19307,1969-05-29,Carry On Camping,Carry On Camping,Carry On Collection,918027
70601,794371,/m/03cln3,Man Behind the Sun,1987,,105.0,"{""/m/03115z"": ""Mandarin Chinese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/0gw5qqq"": ""Chinese Movies"", ""/m/082gq"": ""War film""}",401,25998,1988-12-01,黑太陽731,Men Behind the Sun,Unit 731,633245
70601,794371,/m/03cln3,Man Behind the Sun,1987,,105.0,"{""/m/03115z"": ""Mandarin Chinese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/0gw5qqq"": ""Chinese Movies"", ""/m/082gq"": ""War film""}",402,36238,1992-07-10,黑太陽731續集之殺人工廠,Man Behind the Sun 2: Laboratory of the Devil,Unit 731,633245
70601,794371,/m/03cln3,Man Behind the Sun,1987,,105.0,"{""/m/03115z"": ""Mandarin Chinese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/0gw5qqq"": ""Chinese Movies"", ""/m/082gq"": ""War film""}",404,117498,1994-10-23,黑太陽731完結篇之死亡列車,Men Behind the Sun 3: A Narrow Escape,Unit 731,633245
70747,20344446,/m/0h64fv3,Tomie: Another Face,1999-12-26,,72.0,{},{},"{""/m/02l7c8"": ""Romance Film"", ""/m/03npn"": ""Horror""}",69,52404,1999-12-26,富江 アナザフェイス,Tomie: Another Face,Tomie Collection,139394
70904,12566479,/m/02ww480,Xtro 3: Watch the Skies,1995,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0qdzd"": ""B-movie"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}",172,57597,1995-11-14,Xtro 3: Watch the Skies,Xtro 3: Watch the Skies,Xtro Collection,114915
70946,6255163,/m/0fz3tc,The War in Space,1977-12-17,,91.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema""}",188,38268,1977-12-17,惑星大戦争,The War in Space,The Mysterians Collection,491769
71269,3524282,/m/09jbz8,Dressed to Kill,1946,,72.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/060__y"": ""Film adaptation""}",1301,20417,1946-05-24,Dressed to Kill,Dressed to Kill,Sherlock Holmes (Basil Rathbone) Collection,478628
71324,456959,/m/02brzs,Wishmaster,1997-09-19,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0fdjb"": ""Supernatural"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/0vgkd"": ""Black comedy""}",255,10351,1997-09-19,Wishmaster,Wishmaster,Wishmaster Collection,135489
71377,10736919,/m/02qnpc2,Death Note,2006-06-17,,139.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/0fdjb"": ""Supernatural"", ""/m/0hj3n01"": ""Crime Drama"", ""/m/02n4kr"": ""Mystery"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}",1528,16007,2006-06-17,デスノート,Death Note,Death Note Collection,102019
71429,9024508,/m/027txh9,The Parent Trap IV: Hawaiian Honeymoon,1989,,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",1227,92682,1989-11-19,Parent Trap: Hawaiian Honeymoon,Parent Trap: Hawaiian Honeymoon,The Parent Trap Collection,216395
71442,667361,/m/03176f,Harry Potter and the Philosopher's Stone,2001-11-16,974755371.0,153.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/09tvt3"": ""School story"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film""}",1130,671,2001-11-16,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,Harry Potter Collection,1241
71443,304725,/m/01sc3m,Problem Child,1990-07-27,53470900.0,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0vgkd"": ""Black comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/09q17"": ""Slapstick"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3myq"": ""Children's/Family""}",572,11077,1990-07-27,Problem Child,Problem Child,Problem Child Collection,180854
71443,304725,/m/01sc3m,Problem Child,1990-07-27,53470900.0,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0vgkd"": ""Black comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/09q17"": ""Slapstick"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3myq"": ""Children's/Family""}",573,28601,1995-05-13,Problem Child 3,Problem Child 3,Problem Child Collection,180854
71453,17942252,/m/04cr7vy,The Librarian: Curse of the Judas Chalice,2008-11,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/015w9s"": ""Television movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",1703,14728,2008-10-25,The Librarian: The Curse of the Judas Chalice,The Librarian: The Curse of the Judas Chalice,The Librarian Collection,85890
71480,306195,/m/01sk1v,The Net,1995-07-28,110627965.0,114.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0c3351"": ""Suspense""}",373,1642,1995-07-28,The Net,The Net,The Net Collection,328073
71525,11450530,/m/02rd37w,Demonic Toys,1992,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror""}",179,40649,1992-03-12,Demonic Toys,Demonic Toys,Demonic Toys Collection,264434
71525,11450530,/m/02rd37w,Demonic Toys,1992,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror""}",181,56242,2010-01-26,Demonic Toys: Personal Demons,Demonic Toys: Personal Demons,Demonic Toys Collection,264434
71525,11450530,/m/02rd37w,Demonic Toys,1992,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror""}",183,1084176,2023-08-25,Demonic Toys: Jack-Attack,Demonic Toys: Jack-Attack,Demonic Toys Collection,264434
71546,2011090,/m/06dw_r,Psycho IV: The Beginning,1990-11-10,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/01585b"": ""Slasher""}",840,40377,1990-11-10,Psycho IV: The Beginning,Psycho IV: The Beginning,Psycho Collection,119674
71569,23913058,/m/076w_th,The Dirty Dozen: The Next Mission,1985-02-04,,95.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02kdv5l"": ""Action"", ""/m/082gq"": ""War film""}",1440,36571,1985-02-04,The Dirty Dozen: Next Mission,The Dirty Dozen: Next Mission,The Dirty Dozen Collection,124492
71653,671455,/m/031ldd,Infernal Affairs III,2003,,118.0,"{""/m/012w70"": ""Cantonese"", ""/m/03115z"": ""Mandarin Chinese"", ""/m/02h40lc"": ""English Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/0459q4"": ""Standard Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/02wtdps"": ""Crime Thriller""}",1145,14310,2003-12-12,無間道III: 終極無間,Infernal Affairs III,Infernal Affairs Collection,58588
71760,2681577,/m/07xlvh,The Prophecy: Forsaken,2005-09-06,,75.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror""}",821,37529,2005-09-06,The Prophecy: Forsaken,The Prophecy: Forsaken,The Prophecy Collection,9068
71770,4399322,/m/0c04hk,Gamera vs. Viras,1968-03-20,,91.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0g092b"": ""Monster movie"", ""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03q4nz"": ""World cinema""}",1817,34131,1968-03-20,ガメラ対宇宙怪獣バイラス,Gamera vs. Viras,Gamera (Showa) Collection,161766
71772,4712667,/m/0cjp09,Witchboard 2: The Devil's Doorway,1993-09-10,,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",190,40251,1993-07-28,Witchboard 2: The Devil's Doorway,Witchboard 2: The Devil's Doorway,Witchboard Collection,168186
71870,3302699,/m/094c_h,The Ghost of Frankenstein,1942-03-13,,67.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n4p"": ""Gothic Film"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0hj3m_c"": ""Costume Horror""}",1192,3074,1942-03-13,The Ghost of Frankenstein,The Ghost of Frankenstein,Frankenstein (Universal) Collection,218406
72089,6212119,/m/0fx18n,The Toxic Avenger Part III: The Last Temptation of Toxie,1989-11-24,363561.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0gf28"": ""Parody"", ""/m/0qdzd"": ""B-movie"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/01q03"": ""Cult"", ""/m/01z4y"": ""Comedy"", ""/m/03npn"": ""Horror"", ""/m/02kdv5l"": ""Action"", ""/m/0hj3n7f"": ""Horror Comedy""}",1269,28169,1989-11-24,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Collection,32135
72135,2093556,/m/06lpcf,The Brides of Dracula,1960-07-07,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/03npn"": ""Horror"", ""/m/0hj3m_c"": ""Costume Horror""}",789,23220,1960-07-07,The Brides of Dracula,The Brides of Dracula,Dracula (Hammer) Collection,123724
72199,17246953,/m/043p4gy,Francis Goes to the Races,1951-05-01,2300000.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3mtj"": ""Animal Picture"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0hj3myq"": ""Children's/Family""}",859,81987,1951-05-01,Francis Goes to the Races,Francis Goes to the Races,Francis the Talking Mule Collection,693136
72204,4559105,/m/0c8w1f,Major League: Back to the Minors,1998-04-19,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/01z4y"": ""Comedy"", ""/m/018jz"": ""Baseball""}",1362,9771,1998-04-17,Major League: Back to the Minors,Major League: Back to the Minors,Major League Collection,97771
