,Wikipedia movie ID,Freebase movie ID,Movie name,Movie release date,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,Unnamed: 0,id,release_date,original_title,title,release year
59439,17247222,/m/043nsv2,Francis Goes to West Point,1952-07,2000000.0,81.0,"{""/m/02h40lc"": ""English Language""}",{},"{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3mtj"": ""Animal Picture"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",592,88677,1952-07-01,Francis Goes to West Point,Francis Goes to West Point,1952.0
59898,8899981,/m/027nvr_,Johnny Kapahala: Back on Board,2007-06-08,0.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/015w9s"": ""Television movie""}",178,62527,2007-11-17,Johnny Kapahala: Back on Board,Johnny Kapahala: Back on Board,2007.0
60132,666923,/m/0315rp,The Lost World: Jurassic Park,1997-05-19,618638999.0,129.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure"", ""/m/060__y"": ""Film adaptation""}",567,330,1997-05-23,The Lost World: Jurassic Park,The Lost World: Jurassic Park,1997.0
60202,2707482,/m/07z8yl,Die Supernasen,1983-09-08,0.0,88.0,"{""/m/04306rv"": ""German Language""}","{""/m/082fr"": ""West Germany""}","{""/m/01z4y"": ""Comedy""}",472,11981,1983-09-08,Die Supernasen,Die Supernasen,1983.0
60445,695227,/m/033g1f,Lethal Weapon 2,1989-07-07,227853986.0,113.0,"{""/m/0x82"": ""Afrikaans Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0399b7"": ""Buddy cop"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}",52,942,1989-07-07,Lethal Weapon 2,Lethal Weapon 2,1989.0
61377,6096388,/m/0fpypc,The Wonderful Land of Oz,1969,0.0,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04t36"": ""Musical"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3myc"": ""Children's Fantasy""}",660,126488,1969-10-31,The Wonderful Land of Oz,The Wonderful Land of Oz,1969.0
61409,5748716,/m/0f2l9k,Return of the Seven,1966,6322000.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western""}",122,12639,1966-10-19,Return of the Seven,Return of the Seven,1966.0
61504,1029087,/m/03_p5_,Flash Gordon's Trip to Mars,1938-03-21,0.0,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0949yv"": ""Movie serial"", ""/m/02kdv5l"": ""Action""}",734,406045,1938-11-07,Mars Attacks the World,Mars Attacks the World,1938.0
61554,7370905,/m/0kv661,Waxwork II: Lost in Time,1992-05-11,0.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n7f"": ""Horror Comedy""}",196,28762,1992-05-11,Waxwork II: Lost in Time,Waxwork II: Lost in Time,1992.0
61648,397753,/m/023hhp,The Texas Chainsaw Massacre Part 2,1986-08-22,8025872.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0b7z1vt"": ""Road-Horror"", ""/m/01q03"": ""Cult"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/01585b"": ""Slasher""}",75,16337,1986-08-22,The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,1986.0
61914,12677727,/m/02x04pr,The Return of Count Yorga,1971,0.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n7f"": ""Horror Comedy""}",452,28855,1971-08-18,The Return of Count Yorga,The Return of Count Yorga,1971.0
61980,20181213,/m/054060,Solaris,1972,0.0,169.0,"{""/m/06b_j"": ""Russian Language"", ""/m/04306rv"": ""German Language""}","{""/m/05vz3zq"": ""Soviet Union"", ""/m/06bnz"": ""Russia""}","{""/m/06n90"": ""Science Fiction"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03k9fj"": ""Adventure""}",744,493073,1972-09-17,Yirmi Yıl Sonra,Twenty Years Later,1972.0
62252,1713779,/m/05qhp3,Son of Kong,1933-12-22,616000.0,70.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/06qln"": ""Stop motion"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",294,43149,1933-12-22,The Son of Kong,The Son of Kong,1933.0
62285,1311098,/m/04rxsz,Short Circuit 2,1988-07-06,21630088.0,111.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/06n90"": ""Science Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",173,11966,1988-07-06,Short Circuit 2,Short Circuit 2,1988.0
62506,1789118,/m/05x26y,Pay Day,1922-04-02,0.0,28.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02hmvc"": ""Short Film"", ""/m/06ppq"": ""Silent film"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white"", ""/m/01z4y"": ""Comedy""}",371,53429,1922-04-02,Pay Day,Pay Day,1922.0
62733,6056599,/m/0fmwn5,The Dallas Connection,1994,0.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",288,67398,1994-10-02,The Dallas Connection,The Dallas Connection,1994.0
62743,5689382,/m/0d_7cf,Tit for Tat,1935-01-05,0.0,19.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",467,50912,1935-01-05,Tit for Tat,Tit for Tat,1935.0
62822,21753265,/m/05mwtc_,Back to the Streets of San Francisco,1992,0.0,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",749,321347,1992-01-27,Back to the Streets of San Francisco,Back to the Streets of San Francisco,1992.0
63174,3815462,/m/0b1dkj,The Creature Walks Among Us,1956,0.0,78.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01g6gs"": ""Black-and-white""}",450,39408,1956-04-26,The Creature Walks Among Us,The Creature Walks Among Us,1956.0
63371,6197876,/m/04j36n1,The Toxic Avenger: Part 2,1989,792966.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/01q03"": ""Cult"", ""/m/0qdzd"": ""B-movie"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/03npn"": ""Horror""}",206,28165,1989-07-15,The Toxic Avenger Part II,The Toxic Avenger Part II,1989.0
63486,3756621,/m/09zb6h,My Wife is a Gangster 2,2003-09-05,0.0,104.0,"{""/m/02hwhyv"": ""Korean Language"", ""/m/012w70"": ""Cantonese""}","{""/m/06qd3"": ""South Korea""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/03q4nz"": ""World cinema""}",374,21708,2003-09-05,조폭 마누라 2: 돌아온 전설,My Wife Is A Gangster 2,2003.0
63708,570279,/m/02r3zk,Godzilla Raids Again,1955-04-24,1952653.0,160.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/01g6gs"": ""Black-and-white"", ""/m/01q03"": ""Cult"", ""/m/0h9qh"": ""Monster""}",191,1679,1955-04-24,ゴジラの逆襲,Godzilla Raids Again,1955.0
63752,24323324,/m/07s8p0l,Camp Blood 2,2000,0.0,75.0,{},{},"{""/m/03npn"": ""Horror""}",578,27736,2000-10-01,Camp Blood 2,Camp Blood 2,2000.0
63809,2016956,/m/06fb_m,Demetrius and the Gladiators,1954,4250000.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04p5fxn"": ""Christian film"", ""/m/01lmb_"": ""Sword and Sandal"", ""/m/06l3bl"": ""Epic"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/01xpr_s"": ""Movies About Gladiators""}",231,43332,1954-06-16,Demetrius and the Gladiators,Demetrius and the Gladiators,1954.0
64136,15269861,/m/03hnqh2,K-9: P.I.,2002-07-30,0.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3mtj"": ""Animal Picture""}",261,47354,2002-07-30,K-9: P.I.,K-9: P.I.,2002.0
64357,24937369,/m/09gfsjn,Nemesis 3: Prey Harder,1996-02-06,0.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action""}",383,107096,1996-06-18,Nemesis 3: Time Lapse,Nemesis 3: Time Lapse,1996.0
64442,16014546,/m/03qkt2l,The Last Days of Patton,1986-09-14,0.0,150.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/017fp"": ""Biography"", ""/m/015w9s"": ""Television movie"", ""/m/082gq"": ""War film"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/03bxz7"": ""Biographical film""}",597,139262,1986-12-15,The Last Days of Patton,The Last Days of Patton,1986.0
64695,31026827,/m/0gg4y49,¡Vuelven los García!,1947,0.0,,"{""/m/06nm1"": ""Spanish Language""}","{""/m/0b90_r"": ""Mexico""}","{""/m/05p553"": ""Comedy film"", ""/m/02l7c8"": ""Romance Film""}",673,101271,1947-08-15,Vuelven los García,Vuelven los García,1947.0
64735,5466192,/m/0dn3ml,Leprechaun 4: In Space,1997,0.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/0fdjb"": ""Supernatural"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult""}",120,19287,1997-02-25,Leprechaun 4: In Space,Leprechaun 4: In Space,1997.0
64741,4603572,/m/0cc3m6,The Cohens and Kellys in Trouble,1933,0.0,69.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",740,840620,1933-04-15,The Cohens and Kellys in Trouble,The Cohens and Kellys in Trouble,1933.0
65136,1037237,/m/040fg_,Bad Boys II,2003-07-09,273339556.0,148.0,"{""/m/02h40lc"": ""English Language"", ""/m/05zjd"": ""Portuguese Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0556j8"": ""Buddy film"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/0399b7"": ""Buddy cop"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",29,8961,2003-07-18,Bad Boys II,Bad Boys II,2003.0
65449,1518575,/m/057h0_,Rugrats in Paris: The Movie,2000-11-17,103291131.0,76.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/0bj8m2"": ""Children's"", ""/m/0hj3n26"": ""Family-Oriented Adventure"", ""/m/0hcr"": ""Animation""}",211,16340,2000-11-17,Rugrats in Paris: The Movie,Rugrats in Paris: The Movie,2000.0
65707,33849474,/m/04j25pb,Zatoichi Meets the One-Armed Swordsman,1971-01-13,0.0,94.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/0653m"": ""Standard Mandarin""}","{""/m/03_3d"": ""Japan""}","{""/m/08322"": ""Wuxia"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3m_6"": ""Costume Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/07s9rl0"": ""Drama"", ""/m/02qqtlj"": ""Samurai cinema"", ""/m/02kdv5l"": ""Action""}",524,24444,1971-01-13,新座頭市　破れ！唐人剣,Zatoichi Meets the One-Armed Swordsman,1971.0
65946,18615823,/m/04gj59p,Three Can Play That Game,2007,0.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",675,42754,2007-01-01,Three Can Play That Game,Three Can Play That Game,2007.0
66235,25725655,/m/09v0x21,The Dirty Dozen: The Fatal Mission,1988-02-14,0.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/087vz"": ""Yugoslavia"", ""/m/03rjj"": ""Italy""}","{""/m/01jfsb"": ""Thriller"", ""/m/03k9fj"": ""Adventure"", ""/m/015w9s"": ""Television movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action""}",181,36573,1988-11-10,The Dirty Dozen: The Fatal Mission,The Dirty Dozen: The Fatal Mission,1988.0
66263,5664795,/m/0dyzf2,The Hound of the Baskervilles,1939,0.0,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller""}",325,27118,1939-03-24,The Hound of the Baskervilles,The Hound of the Baskervilles,1939.0
66276,2328364,/m/0743ql,Friday the 13th: A New Beginning,1985-03-22,21930418.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",119,9731,1985-03-22,Friday the 13th: A New Beginning,Friday the 13th: A New Beginning,1985.0
66362,12898551,/m/02xbp0p,The Further Adventures of the Wilderness Family,1978-11-15,0.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/0bj8m2"": ""Children's"", ""/m/07s9rl0"": ""Drama""}",595,52485,1978-11-15,The Further Adventures of the Wilderness Family,The Further Adventures of the Wilderness Family,1978.0
66534,570227,/m/02r3r2,Godzilla vs. Gigan,1972-03-12,1780000.0,89.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster""}",182,19336,1972-03-12,地球攻撃命令 ゴジラ対ガイガン,Godzilla vs. Gigan,1972.0
66784,3489518,/m/09g8dv,The Mummy's Hand,1940-09-20,0.0,66.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/0qdzd"": ""B-movie"", ""/m/03jp5h0"": ""Archaeology"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01g6gs"": ""Black-and-white"", ""/m/03npn"": ""Horror""}",419,31498,1940-09-20,The Mummy's Hand,The Mummy's Hand,1940.0
66894,448814,/m/029qy2,The Little Mermaid II: Return to the Sea,2000-09-19,0.0,77.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0d060g"": ""Canada""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/0bxg3"": ""Fairy tale"", ""/m/0hcr"": ""Animation"", ""/m/0bj8m2"": ""Children's"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hj3mtv"": ""Animated Musical"", ""/m/04rlf"": ""Music"", ""/m/0hqxf"": ""Family Film""}",376,10898,2000-01-23,The Little Mermaid II: Return to the Sea,The Little Mermaid II: Return to the Sea,2000.0
67006,33100463,/m/0h65kzq,The Curse of the Aztec Mummy,1957,0.0,65.0,{},"{""/m/0b90_r"": ""Mexico""}","{""/m/03npn"": ""Horror""}",585,136852,1957-12-11,La maldición de la momia azteca,The Curse of the Aztec Mummy,1957.0
67042,22188807,/m/05q49l7,The Prince and Me 3: Royal Honeymoon,2008-10-28,0.0,92.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",126,20036,2008-10-28,The Prince & Me: A Royal Honeymoon,The Prince & Me: A Royal Honeymoon,2008.0
67106,3771410,/m/09_3yl,Revenge of the Creature,1955-05-11,1100000.0,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/03npn"": ""Horror"", ""/m/06n90"": ""Science Fiction"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0hj3m_q"": ""Creature Film""}",360,40761,1955-05-13,Revenge of the Creature,Revenge of the Creature,1955.0
67238,3492883,/m/09gh1j,Kronk's New Groove,2005-12-13,0.0,75.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation""}",99,13417,2005-12-05,Kronk's New Groove,Kronk's New Groove,2005.0
67313,30296647,/m/08q0z79,Castle in the Desert,1942,0.0,62.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/028v3"": ""Detective fiction"", ""/m/0vjs6"": ""Detective"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0j5nm"": ""Whodunit""}",520,29328,1942-02-02,Castle in the Desert,Castle in the Desert,1942.0
67623,17247772,/m/043jxyz,Francis Joins the WACS,1954,0.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3mtj"": ""Animal Picture"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0hj3myq"": ""Children's/Family""}",610,88679,1954-07-30,Francis Joins the WACS,Francis Joins the WACS,1954.0
67678,963021,/m/03tsys,Flirting,1991,2415396.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/09glv8x"": ""Film \u00e0 clef""}",342,21828,1991-03-20,Flirting,Flirting,1991.0
67679,12816598,/m/02x6366,Kickboxer 2,1991,1250712.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film""}",255,24993,1991-01-30,Kickboxer 2: The Road Back,Kickboxer 2: The Road Back,1991.0
67883,3303226,/m/094f4n,House of Frankenstein,1944-12-01,0.0,71.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0h9qh"": ""Monster""}",364,3103,1944-12-01,House of Frankenstein,House of Frankenstein,1944.0
68253,3632060,/m/09r4rb,Gamera vs. Barugon,1966-04-17,0.0,106.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0g092b"": ""Monster movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema""}",387,22899,1966-04-17,大怪獣決闘 ガメラ対バルゴン,Gamera vs. Barugon,1966.0
68427,30596488,/m/0g9swdq,Snow White: The Sequel,2007,0.0,82.0,{},{},"{""/m/05p553"": ""Comedy film"", ""/m/0hcr"": ""Animation""}",674,52559,2007-01-31,"Blanche Neige, la suite",Snow White: The Sequel,2007.0
68549,11137278,/m/02r18nq,Black Mask 2: City of Masks,2002,0.0,101.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/0459q4"": ""Standard Cantonese"", ""/m/02h40lc"": ""English Language"", ""/m/012w70"": ""Cantonese""}","{""/m/09c7w0"": ""United States of America"", ""/m/03h64"": ""Hong Kong""}","{""/m/06n90"": ""Science Fiction"", ""/m/03q4nz"": ""World cinema"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",443,49516,2002-12-24,黑俠2,Black Mask 2: City of Masks,2002.0
68608,3494676,/m/09glbk,Major League II,1994-03-30,30626182.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/01z4y"": ""Comedy"", ""/m/018jz"": ""Baseball""}",221,11067,1994-03-30,Major League II,Major League II,1994.0
68684,8431192,/m/02735th,The Prophecy: Uprising,2005-06-07,0.0,88.0,"{""/m/02hxc3j"": ""Romanian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",199,19564,2005-06-07,The Prophecy: Uprising,The Prophecy: Uprising,2005.0
69313,4493967,/m/0c5g3b,The Hunchback of Notre Dame II,2002-03-19,0.0,66.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hj3mtv"": ""Animated Musical"", ""/m/0hcr"": ""Animation"", ""/m/0bj8m2"": ""Children's"", ""/m/095bb"": ""Animated cartoon"", ""/m/04rlf"": ""Music"", ""/m/0hqxf"": ""Family Film""}",92,12448,2002-02-06,The Hunchback of Notre Dame II,The Hunchback of Notre Dame II,2002.0
70200,26932731,/m/0bmdsvw,Francis in the Haunted House,1956-07-20,1200000.0,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3mtj"": ""Animal Picture"", ""/m/01z4y"": ""Comedy""}",584,88678,1956-07-09,Francis in the Haunted House,Francis in the Haunted House,1956.0
70291,2002104,/m/06d5sb,Halloween II,1981-10-30,25533818.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",112,11281,1981-10-30,Halloween II,Halloween II,1981.0
70904,12566479,/m/02ww480,Xtro 3: Watch the Skies,1995,0.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0qdzd"": ""B-movie"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}",568,57597,1995-11-14,Xtro 3: Watch the Skies,Xtro 3: Watch the Skies,1995.0
70946,6255163,/m/0fz3tc,The War in Space,1977-12-17,4000000.0,91.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema""}",553,38268,1977-12-17,惑星大戦争,The War in Space,1977.0
71569,23913058,/m/076w_th,The Dirty Dozen: The Next Mission,1985-02-04,0.0,95.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02kdv5l"": ""Action"", ""/m/082gq"": ""War film""}",153,36571,1985-02-04,The Dirty Dozen: Next Mission,The Dirty Dozen: Next Mission,1985.0
